corpus,sentence_idx,word_position,word,L1,surprisal,log_freq,word_length,h_TRT,h_FFD,h_Gaze,h_Skip
geco_test,1,24,leave,44.99624252319336,0.3373340666294098,10.261022126886742,5,207.0,187.63636363636363,207.0,0.21428571428571427
geco_test,2,0,Oh,56.48911666870117,10.495325088500977,12.030414836568482,2,235.4,235.4,235.4,0.6428571428571429
geco_test,2,1,yes,82.76161193847656,4.850896835327148,11.531109135403858,3,232.5,204.25,232.5,0.14285714285714285
geco_test,3,0,She,65.00021362304688,13.053245544433594,12.156761595723369,3,207.28571428571428,207.28571428571428,207.28571428571428,0.5
geco_test,3,1,certainly,90.34777069091797,9.581705093383789,8.710619527942297,9,322.8,257.5,297.7,0.2857142857142857
geco_test,3,2,could,59.86674118041992,5.177585601806641,11.327908278228264,5,293.0,208.2,293.0,0.6428571428571429
geco_test,3,3,not,57.081119537353516,4.051167011260986,12.530591582408928,3,396.6666666666667,187.33333333333334,187.33333333333334,0.5714285714285714
geco_test,3,4,be,32.12120056152344,2.1106507778167725,12.588217948316721,2,247.0,192.0,247.0,0.7857142857142857
geco_test,3,5,a,62.105506896972656,3.111093044281006,13.855864282863422,1,276.6666666666667,276.6666666666667,276.6666666666667,0.7857142857142857
geco_test,3,6,day,65.50457000732422,7.111474514007568,10.618714178238953,3,237.57142857142858,237.57142857142858,237.57142857142858,0.5
geco_test,3,7,less,92.92349243164062,7.095211982727051,8.642238680390461,4,276.4,216.8,216.8,0.6428571428571429
geco_test,3,8,than,76.96347045898438,0.9577630162239075,10.536858189059995,4,195.8,175.2,195.8,0.6428571428571429
geco_test,3,9,seventy,117.82476043701172,6.3593590259552,4.653960350157523,7,368.55555555555554,224.0,317.22222222222223,0.35714285714285715
geco_test,3,10,now,47.29561233520508,5.820395469665527,12.003546340600291,3,233.75,233.75,233.75,0.7142857142857143
geco_test,4,0,He,54.32813262939453,13.900688171386719,12.872611442080993,2,255.0,199.15384615384616,199.15384615384616,0.07142857142857142
geco_test,4,1,had,85.26998138427734,4.11361026763916,11.355944115909688,3,318.0,241.4,269.0,0.6428571428571429
geco_test,4,2,married,61.833587646484375,7.255044937133789,9.406153835618436,7,310.15384615384613,214.92307692307693,262.0,0.07142857142857142
geco_test,4,3,two,62.9462776184082,4.919414520263672,10.903825271935897,3,319.2857142857143,229.14285714285714,245.28571428571428,0.5
geco_test,4,4,years,56.1845703125,3.5497374534606934,10.275154551894069,5,171.3,171.3,171.3,0.2857142857142857
geco_test,4,5,ago,37.23153305053711,0.9567967653274536,9.588228712314113,3,227.28571428571428,197.57142857142858,197.57142857142858,0.5
geco_test,4,6,and,46.813270568847656,1.849813461303711,13.433927978319357,3,242.16666666666666,180.16666666666666,208.83333333333334,0.5714285714285714
geco_test,4,7,had,77.1831283569336,1.6979910135269165,11.355944115909688,3,371.25,318.75,318.75,0.7142857142857143
geco_test,4,8,taken,84.70162963867188,5.65772008895874,8.863757191604241,5,311.0,241.1818181818182,302.54545454545456,0.21428571428571427
geco_test,4,9,his,72.5881576538086,3.040342092514038,11.593251209508129,3,227.8,205.6,227.8,0.6428571428571429
geco_test,4,10,wife,56.975467681884766,1.7881989479064941,9.786672797944293,4,227.14285714285714,198.0,227.14285714285714,0.5
geco_test,4,11,to,55.56422424316406,1.570953607559204,13.960969286275443,2,215.5,215.5,215.5,0.7142857142857143
geco_test,4,12,live,74.48599243164062,3.038855791091919,9.774175816055788,4,539.0,237.33333333333334,283.3333333333333,0.5714285714285714
geco_test,4,13,at,57.201602935791016,4.560797691345215,12.00806063485357,2,251.8,251.8,251.8,0.6428571428571429
geco_test,4,14,Styles,71.07398986816406,12.10669755935669,4.912654885736052,6,317.0,181.45454545454547,220.72727272727272,0.21428571428571427
geco_test,4,15,though,83.70381164550781,8.09663200378418,9.13550906135318,6,383.0,338.3333333333333,383.0,0.35714285714285715
geco_test,4,16,I,58.30188751220703,4.339637756347656,14.52773902728693,1,186.33333333333334,186.33333333333334,186.33333333333334,0.7857142857142857
geco_test,4,17,entertained,66.17973327636719,11.724781926721334,4.762173934797756,11,665.2,186.2,532.4,0.2857142857142857
geco_test,4,18,a,58.269569396972656,2.4233365058898926,13.855864282863422,1,181.0,181.0,181.0,0.8571428571428571
geco_test,4,19,shrewd,64.04264831542969,7.550142634660006,4.276666119016055,6,376.5,376.5,376.5,0.42857142857142855
geco_test,4,20,suspicion,45.54305648803711,0.41452980146277696,5.921578419643816,9,325.1111111111111,263.22222222222223,295.44444444444446,0.35714285714285715
geco_test,4,21,that,39.15808868408203,0.28836190700531006,13.486557779225057,4,235.0,170.0,235.0,0.5714285714285714
geco_test,4,22,he,52.45918273925781,1.3935391902923584,12.872611442080993,2,242.33333333333334,242.33333333333334,242.33333333333334,0.7857142857142857
geco_test,4,23,would,66.69469451904297,2.8113040924072266,11.40936333125378,5,309.75,268.0,268.0,0.42857142857142855
geco_test,4,24,have,64.88334655761719,3.5746989250183105,12.6578868455757,4,210.0,210.0,210.0,0.7142857142857143
geco_test,4,25,preferred,73.02873229980469,1.7647590637207031,5.3471075307174685,9,259.9,212.3,259.9,0.2857142857142857
geco_test,4,26,his,62.296417236328125,3.647411584854126,11.593251209508129,3,298.8,206.8,260.4,0.6428571428571429
geco_test,4,27,mother,64.72374725341797,3.743495464324951,10.105448324582431,6,245.77777777777777,216.22222222222223,245.77777777777777,0.35714285714285715
geco_test,4,28,to,50.77606201171875,1.954498529434204,13.960969286275443,2,223.5,200.33333333333334,200.33333333333334,0.5714285714285714
geco_test,4,29,increase,75.70140838623047,12.038653373718262,6.077642243349034,8,449.3333333333333,181.66666666666666,295.55555555555554,0.35714285714285715
geco_test,4,30,his,60.8586311340332,0.8370461463928223,11.593251209508129,3,242.0,196.14285714285714,196.14285714285714,0.5
geco_test,4,31,allowance,62.654563903808594,5.9430991150438786,5.579729825986222,9,221.2,205.3,205.3,0.2857142857142857
geco_test,4,32,which,59.8203010559082,6.629945278167725,10.099835281063175,5,271.3,217.1,271.3,0.2857142857142857
geco_test,4,33,would,65.87342834472656,2.6525607109069824,11.40936333125378,5,196.85714285714286,184.42857142857142,184.42857142857142,0.5
geco_test,4,34,have,49.52284622192383,0.6143943071365356,12.6578868455757,4,156.66666666666666,156.66666666666666,156.66666666666666,0.35714285714285715
geco_test,4,35,enabled,85.72449493408203,1.6648495197296143,3.5263605246161616,7,237.92307692307693,235.07692307692307,235.07692307692307,0.07142857142857142
geco_test,4,36,him,44.853912353515625,0.10675626993179321,12.087908287179532,3,237.0,219.2,237.0,0.6428571428571429
geco_test,4,37,to,50.25328063964844,0.049225762486457825,13.960969286275443,2,249.6,225.2,225.2,0.6428571428571429
geco_test,4,38,have,61.46331024169922,4.062802314758301,12.6578868455757,4,288.57142857142856,190.14285714285714,190.14285714285714,0.5
geco_test,4,39,a,61.207069396972656,1.5138177871704102,13.855864282863422,1,264.0,205.0,205.0,0.7857142857142857
geco_test,4,40,home,61.36897659301758,4.2167205810546875,10.583828076826626,4,249.72727272727272,215.0909090909091,239.63636363636363,0.21428571428571427
geco_test,4,41,of,46.485111236572266,0.7360748052597046,13.288621606997307,2,159.5,159.5,159.5,0.7142857142857143
geco_test,4,42,his,81.94670104980469,0.0273883156478405,11.593251209508129,3,254.875,227.75,254.875,0.42857142857142855
geco_test,4,43,own,51.466331481933594,0.018258240073919296,10.06130293769185,3,249.0,227.0,249.0,0.7142857142857143
geco_test,5,0,Rotten,83.36720275878906,12.553010940551758,6.792344427470809,6,388.5,235.1,324.8,0.2857142857142857
geco_test,5,1,little,73.88783264160156,13.908920288085938,11.208653199824544,6,283.8333333333333,170.83333333333334,194.91666666666666,0.14285714285714285
geco_test,5,2,bounder,94.6744384765625,16.164871215820312,2.0794415416798357,7,504.1818181818182,262.8181818181818,334.0,0.21428571428571427
geco_test,5,3,too,48.3467903137207,8.040688514709473,11.155535980093628,3,431.1111111111111,220.55555555555554,303.22222222222223,0.35714285714285715
geco_test,5,4,he,60.355289459228516,7.566740036010742,12.872611442080993,2,265.0,227.5,227.5,0.7142857142857143
geco_test,5,5,said,101.37793731689453,3.81589674949646,10.942544439235146,4,367.14285714285717,225.28571428571428,263.14285714285717,0.5
geco_test,5,6,savagely,56.769493103027344,16.26352670416236,2.833213344056216,8,347.3333333333333,233.33333333333334,267.75,0.14285714285714285
geco_test,6,0,But,64.00930786132812,13.084829330444336,12.32514817888476,3,178.8,178.8,178.8,0.6428571428571429
geco_test,6,1,you,52.00362777709961,4.569735050201416,14.573842769379338,3,243.2,215.2,215.2,0.6428571428571429
geco_test,6,2,could,52.783321380615234,5.068048477172852,11.327908278228264,5,285.125,242.625,242.625,0.42857142857142855
geco_test,6,3,have,55.90387725830078,3.301968812942505,12.6578868455757,4,280.4,202.4,240.6,0.6428571428571429
geco_test,6,4,knocked,66.92396545410156,6.546921961009502,7.13966033596492,7,226.45454545454547,190.1818181818182,207.63636363636363,0.21428571428571427
geco_test,6,5,us,59.7207145690918,4.101181983947754,11.367645325311157,2,303.3333333333333,303.3333333333333,303.3333333333333,0.7857142857142857
geco_test,6,6,all,81.39515686035156,4.173405170440674,12.480878423168177,3,198.77777777777777,184.0,184.0,0.35714285714285715
geco_test,6,7,down,63.206016540527344,0.9582746028900146,11.238541249462422,4,263.8888888888889,195.11111111111111,263.8888888888889,0.35714285714285715
geco_test,6,8,with,47.17900848388672,0.6255167126655579,12.458639067517554,4,262.0,210.25,262.0,0.7142857142857143
geco_test,6,9,a,54.132850646972656,0.04554930701851845,13.855864282863422,1,164.0,164.0,164.0,0.9285714285714286
geco_test,6,10,feather,86.17539978027344,0.06401999853551388,5.823045895483019,7,310.75,148.0,167.875,0.42857142857142855
geco_test,6,11,when,57.451690673828125,5.322139739990234,11.549633408375607,4,355.375,201.0,222.125,0.42857142857142855
geco_test,6,12,three,76.19718170166016,9.775569915771484,10.227525661948563,5,307.3333333333333,201.66666666666666,301.3333333333333,0.7857142857142857
geco_test,6,13,months,59.21766662597656,6.291081428527832,9.025696119812583,6,238.125,185.375,202.5,0.42857142857142855
geco_test,6,14,ago,51.77533721923828,0.74850994348526,9.588228712314113,3,175.75,175.75,175.75,0.7142857142857143
geco_test,6,15,she,58.563419342041016,5.370270252227783,12.156761595723369,3,384.0,384.0,384.0,0.9285714285714286
geco_test,6,16,suddenly,48.131988525390625,5.348359107971191,7.956476798036782,8,228.72727272727272,193.8181818181818,193.8181818181818,0.21428571428571427
geco_test,6,17,announced,75.6091079711914,2.5295567512512207,5.666426688112432,9,262.77777777777777,237.77777777777777,262.77777777777777,0.35714285714285715
geco_test,6,18,that,42.60029983520508,0.7580169439315796,13.486557779225057,4,190.6,190.6,190.6,0.6428571428571429
geco_test,6,19,she,49.762359619140625,0.2244480848312378,12.156761595723369,3,213.5,213.5,213.5,0.5714285714285714
geco_test,6,20,and,52.4328727722168,4.03392219543457,13.433927978319357,3,281.14285714285717,249.85714285714286,249.85714285714286,0.5
geco_test,6,21,Alfred,57.21286392211914,9.912996292114258,5.918893854273146,6,325.3333333333333,243.77777777777777,260.8888888888889,0.35714285714285715
geco_test,6,22,were,51.05672836303711,0.733024537563324,11.348097990478855,4,455.0,208.33333333333334,279.3333333333333,0.7857142857142857
geco_test,6,23,engaged,84.30313110351562,4.418156623840332,7.190676034332207,7,356.25,179.125,213.0,0.42857142857142855
geco_test,7,0,Got,64.9526596069336,13.692815780639648,12.035468174789564,3,271.3333333333333,142.0,142.0,0.5714285714285714
geco_test,7,1,a,71.76175689697266,3.114217758178711,13.855864282863422,1,234.66666666666666,234.66666666666666,234.66666666666666,0.7857142857142857
geco_test,7,2,drop,71.39500427246094,10.570002555847168,8.804024902413179,4,297.0,216.54545454545453,230.9090909090909,0.21428571428571427
geco_test,7,3,or,59.93691635131836,4.151615619659424,11.373318510583811,2,329.5,329.5,329.5,0.8571428571428571
geco_test,7,4,two,64.42002868652344,0.7535219192504883,10.903825271935897,3,308.3333333333333,213.16666666666666,258.5,0.5714285714285714
geco_test,7,5,of,57.67683792114258,1.1053231954574585,13.288621606997307,2,245.25,216.25,245.25,0.7142857142857143
geco_test,7,6,petrol,100.15675354003906,6.723621249198914,4.382026634673881,6,307.6666666666667,226.66666666666666,240.77777777777777,0.35714285714285715
geco_test,7,7,still,62.035186767578125,8.406731605529785,10.602243971860585,5,257.1,209.3,218.9,0.2857142857142857
geco_test,7,8,you,49.3729362487793,9.097254753112793,14.573842769379338,3,179.83333333333334,179.83333333333334,179.83333333333334,0.5714285714285714
geco_test,7,9,see,74.71609497070312,4.7720255851745605,11.77830824605222,3,395.45454545454544,250.0,273.72727272727275,0.21428571428571427
geco_test,7,10,he,59.25953674316406,7.626198768615723,12.872611442080993,2,225.4,225.4,225.4,0.6428571428571429
geco_test,7,11,remarked,87.6021499633789,10.32822036743164,2.8903717578961645,8,289.90909090909093,219.27272727272728,265.90909090909093,0.21428571428571427
geco_test,8,0,As,57.53422164916992,11.467530250549316,11.635744686615075,2,426.0,212.66666666666666,212.66666666666666,0.7857142857142857
geco_test,8,1,one,93.42610168457031,6.249449729919434,11.96198631719604,3,241.2,192.0,214.0,0.6428571428571429
geco_test,8,2,looked,63.94210433959961,8.607126235961914,8.726805608446096,6,351.3333333333333,295.3333333333333,295.3333333333333,0.35714285714285715
geco_test,8,3,out,51.283512115478516,3.2754836082458496,12.19162376134176,3,233.25,233.25,233.25,0.7142857142857143
geco_test,8,4,over,58.106201171875,2.3567540645599365,11.1197050832785,4,266.3333333333333,240.66666666666666,266.3333333333333,0.5714285714285714
geco_test,8,5,the,50.20005798339844,0.1456119418144226,14.22224685776581,3,182.5,182.5,182.5,0.8571428571428571
geco_test,8,6,flat,84.97793579101562,6.730395317077637,7.198183577101943,4,264.5,211.83333333333334,211.83333333333334,0.5714285714285714
geco_test,8,7,country,69.2757568359375,5.685786724090576,9.018453210312527,7,349.1818181818182,220.1818181818182,238.0909090909091,0.21428571428571427
geco_test,8,8,lying,85.65953063964844,7.520125389099121,8.405591014834934,5,264.85714285714283,209.14285714285714,232.57142857142858,0.5
geco_test,8,9,so,54.191314697265625,6.442619800567627,12.285124092836678,2,289.2857142857143,254.28571428571428,254.28571428571428,0.5
geco_test,8,10,green,73.78975677490234,6.892167568206787,8.215006432761575,5,182.66666666666666,158.66666666666666,158.66666666666666,0.5714285714285714
geco_test,8,11,and,50.09547424316406,0.5858078002929688,13.433927978319357,3,241.0,176.0,241.0,0.8571428571428571
geco_test,8,12,peaceful,49.864036560058594,3.4759773686528206,6.35088571671474,8,284.0,194.375,274.125,0.42857142857142855
geco_test,8,13,under,66.2018051147461,3.8272838592529297,9.499870735285581,5,370.8333333333333,227.16666666666666,259.1666666666667,0.5714285714285714
geco_test,8,14,the,51.23330307006836,0.2400006800889969,14.22224685776581,3,174.66666666666666,174.66666666666666,174.66666666666666,0.7857142857142857
geco_test,8,15,afternoon,50.37898635864258,6.092044353485107,8.448057452581375,9,275.2,222.8,251.9,0.2857142857142857
geco_test,8,16,sun,47.2587890625,0.23172299563884735,8.175547596021026,3,193.0,167.83333333333334,193.0,0.5714285714285714
geco_test,8,17,it,49.17890930175781,5.98688268661499,13.77854777376974,2,158.0,158.0,158.0,0.8571428571428571
geco_test,8,18,seemed,62.360252380371094,1.2093749046325684,7.925518979786926,6,250.88888888888889,250.88888888888889,250.88888888888889,0.35714285714285715
geco_test,8,19,almost,52.05192565917969,3.1532325744628906,9.19593714166544,6,210.44444444444446,210.44444444444446,210.44444444444446,0.35714285714285715
geco_test,8,20,impossible,35.99656677246094,3.005122184753418,8.011355109161286,10,277.3333333333333,218.0,277.3333333333333,0.35714285714285715
geco_test,8,21,to,49.60503005981445,0.9594777822494507,13.960969286275443,2,118.5,118.5,118.5,0.8571428571428571
geco_test,8,22,believe,49.28194046020508,0.7731648683547974,10.369796866193592,7,323.5,243.5,323.5,0.2857142857142857
geco_test,8,23,that,45.64938735961914,0.17120717465877533,13.486557779225057,4,320.6666666666667,232.33333333333334,258.8333333333333,0.5714285714285714
geco_test,8,24,not,68.2878646850586,4.574560165405273,12.530591582408928,3,234.4,191.6,191.6,0.6428571428571429
geco_test,8,25,so,68.92227935791016,1.3114099502563477,12.285124092836678,2,190.2,167.0,167.0,0.6428571428571429
geco_test,8,26,very,65.44896697998047,1.7271887063980103,11.055703797289029,4,288.7142857142857,189.0,208.57142857142858,0.5
geco_test,8,27,far,66.15026092529297,2.8796231746673584,9.32892308780313,3,222.0,152.5,222.0,0.8571428571428571
geco_test,8,28,away,36.83795166015625,0.3692333400249481,10.526104966905546,4,241.6,207.0,207.0,0.6428571428571429
geco_test,8,29,a,56.707069396972656,3.803736686706543,13.855864282863422,1,372.0,372.0,372.0,0.9285714285714286
geco_test,8,30,great,85.8021240234375,1.6871800422668457,10.642181548052044,5,342.2857142857143,202.0,259.0,0.5
geco_test,8,31,war,71.14342498779297,1.1619449853897095,9.095153962167066,3,293.75,219.75,266.5,0.7142857142857143
geco_test,8,32,was,56.93765640258789,0.2409016191959381,12.572072477248573,3,299.25,192.875,192.875,0.42857142857142855
geco_test,8,33,running,85.44657135009766,10.328056335449219,8.9939241414114,7,327.22222222222223,205.44444444444446,258.0,0.35714285714285715
geco_test,8,34,its,76.06781768798828,0.39891740679740906,9.077608659522225,3,225.5,225.5,225.5,0.8571428571428571
geco_test,8,35,appointed,62.38315200805664,10.07690143585205,5.598421958998375,9,467.1,274.4,382.6,0.2857142857142857
geco_test,8,36,course,45.57101058959961,0.10382548719644547,10.120532545388468,6,245.0,171.33333333333334,189.22222222222223,0.35714285714285715
geco_test,9,0,My,55.66447067260742,12.610089302062988,12.751006899529601,2,238.0,238.0,238.0,0.8571428571428571
geco_test,9,1,wife,73.63459014892578,7.080315113067627,9.786672797944293,4,397.5,280.6666666666667,280.6666666666667,0.5714285714285714
geco_test,9,2,works,74.64972686767578,5.527161121368408,8.58615939588096,5,446.3636363636364,254.9090909090909,316.3636363636364,0.21428571428571427
geco_test,9,3,regularly,81.7256088256836,7.665849208831787,5.147494476813453,9,433.8,232.8,302.3,0.2857142857142857
geco_test,9,4,on,55.08021926879883,3.652627944946289,12.779146043675691,2,307.0,307.0,307.0,0.9285714285714286
geco_test,9,5,the,67.80553436279297,1.7157379388809204,14.22224685776581,3,278.75,170.0,278.75,0.7142857142857143
geco_test,9,6,land,68.46047973632812,5.2757744789123535,8.410498452745275,4,229.2,173.4,173.4,0.6428571428571429
geco_test,10,0,A,43.294960021972656,8.712347984313965,13.855864282863422,1,234.33333333333334,234.33333333333334,234.33333333333334,0.7857142857142857
geco_test,10,1,lady,86.17347717285156,11.096956253051758,9.312084355859467,4,298.85714285714283,209.42857142857142,209.42857142857142,0.5
geco_test,10,2,in,78.42149353027344,2.764556884765625,13.119246525062723,2,283.5,283.5,283.5,0.7142857142857143
geco_test,10,3,a,57.293006896972656,1.4973430633544922,13.855864282863422,1,251.0,251.0,251.0,0.8571428571428571
geco_test,10,4,stout,94.11517333984375,10.954025268554688,3.970291913552122,5,319.0,202.55555555555554,239.0,0.35714285714285715
geco_test,10,5,tweed,81.8262710571289,4.016199643025175,4.110873864173311,5,320.625,296.25,320.625,0.42857142857142855
geco_test,10,6,skirt,63.81220626831055,1.8222940234991256,6.230481447578482,5,245.875,214.25,214.25,0.42857142857142855
geco_test,10,7,who,59.38886260986328,4.679936408996582,11.638412085011645,3,349.25,331.0,331.0,0.42857142857142855
geco_test,10,8,was,55.006614685058594,3.097053050994873,12.572072477248573,3,279.4,262.2,262.2,0.6428571428571429
geco_test,10,9,bending,74.13299560546875,9.401265621185303,4.804021044733257,7,279.875,218.25,279.875,0.42857142857142855
geco_test,10,10,over,37.146114349365234,0.4837989807128906,11.1197050832785,4,224.66666666666666,196.5,196.5,0.5714285714285714
geco_test,10,11,a,49.000038146972656,1.9169657230377197,13.855864282863422,1,216.5,216.5,216.5,0.8571428571428571
geco_test,10,12,flower,51.470943450927734,4.915707588195801,7.057036981697891,6,279.42857142857144,258.42857142857144,258.42857142857144,0.5
geco_test,10,13,bed,39.67169952392578,1.9209372997283936,9.163563180417254,3,268.6666666666667,268.6666666666667,268.6666666666667,0.7857142857142857
geco_test,10,14,straightened,70.9449691772461,12.082080960273743,5.247024072160486,12,385.625,231.25,288.5,0.42857142857142855
geco_test,10,15,herself,51.59416961669922,3.1621885299682617,7.891704659330107,7,213.5,213.5,213.5,0.7142857142857143
geco_test,10,16,at,59.49635314941406,4.569020748138428,12.00806063485357,2,129.0,129.0,129.0,0.9285714285714286
geco_test,10,17,our,86.66697692871094,4.995293140411377,11.176403227098973,3,344.6,207.2,207.2,0.6428571428571429
geco_test,10,18,approach,52.493553161621094,3.160346508026123,6.975413927455952,8,361.55555555555554,249.0,261.6666666666667,0.35714285714285715
geco_test,11,0,I,43.42102813720703,7.571108341217041,14.52773902728693,1,407.0,269.0,269.0,0.8571428571428571
geco_test,11,1,had,94.10015106201172,4.151035308837891,11.355944115909688,3,177.5,177.5,177.5,0.8571428571428571
geco_test,11,2,an,77.08103942871094,4.140675067901611,11.462379259863024,2,319.85714285714283,276.0,276.0,0.5
geco_test,11,3,impression,48.87253952026367,6.730443954467773,6.852242569051878,10,261.3333333333333,191.33333333333334,207.44444444444446,0.35714285714285715
geco_test,11,4,of,42.775447845458984,1.2674965858459473,13.288621606997307,2,356.5,212.5,356.5,0.8571428571428571
geco_test,11,5,very,63.60321044921875,8.999768257141113,11.055703797289029,4,214.71428571428572,214.71428571428572,214.71428571428572,0.5
geco_test,11,6,blue,70.8218994140625,6.686485290527344,8.560635749259074,4,375.5,210.5,210.5,0.5714285714285714
geco_test,11,7,eyes,59.65354537963867,2.9626083374023438,9.332469505209247,4,251.0,206.75,206.75,0.7142857142857143
geco_test,11,8,in,53.26676940917969,4.231997966766357,13.119246525062723,2,374.25,252.5,252.5,0.7142857142857143
geco_test,11,9,a,51.824256896972656,1.6811176538467407,13.855864282863422,1,324.6666666666667,324.6666666666667,324.6666666666667,0.7857142857142857
geco_test,11,10,sunburnt,107.69098663330078,9.329165518283844,1.6094379124341003,8,507.1,234.4,326.7,0.2857142857142857
geco_test,11,11,face,61.77552032470703,1.2326205968856812,9.598794951250941,4,262.5,262.5,262.5,0.42857142857142855
geco_test,12,0,The,52.16355895996094,10.107708930969238,14.22224685776581,3,442.0,329.3333333333333,329.3333333333333,0.7857142857142857
geco_test,12,1,labourer,112.52791595458984,16.583219528198242,1.0986122886681098,8,471.3,200.4,347.7,0.2857142857142857
